level_0,index,Unnamed: 0,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5376,5561,5643,8,77.5,0.0,0.0,35,2518.2666670000003,0.01025641,0.012576313,0.0,0.0,Jul,2.0,2,2,2,New_Visitor,True,False
5377,5562,5644,4,61.63333333,0.0,0.0,33,1804.011111,0.0,0.005022447,41.64590199,0.0,Nov,2.0,2,2,2,Returning_Visitor,False,True
5378,5563,5645,5,68.8,0.0,0.0,33,781.5166667000001,0.005555556,0.008333333,22.53693712,0.0,Jul,2.0,2,6,2,New_Visitor,True,False
5379,5564,5646,3,11.6,0.0,0.0,25,510.38,0.007692308,0.023076923,0.0,0.0,Oct,2.0,2,2,1,Returning_Visitor,False,False
5380,5565,5647,0,0.0,0.0,0.0,5,87.6,0.0,0.04,0.0,0.0,Aug,2.0,4,1,1,Returning_Visitor,False,False
5381,5566,5648,2,34.18095238,0.0,0.0,70,2012.660952,0.0,0.001408451,0.0,0.0,Nov,2.0,4,3,5,New_Visitor,True,False
5382,5568,5650,3,498.6,1.0,152.2,25,1556.491429,0.036206897,0.0676245209999999,5.689147469,0.0,Jul,2.0,5,4,1,Returning_Visitor,True,True
5383,5569,5651,1,23.2,0.0,0.0,27,1061.55,0.003703704,0.018518519,43.29821166,0.0,Aug,2.0,2,6,5,Returning_Visitor,False,True
5384,5570,5652,4,194.4,0.0,0.0,12,182.5142857,0.0,0.001666667,0.0,0.0,Oct,1.0,1,6,2,Returning_Visitor,False,False
5385,5571,5653,0,0.0,0.0,0.0,9,125.26666670000002,0.044444444,0.103703704,0.0,0.0,Oct,2.0,2,3,4,Returning_Visitor,True,False
5386,5572,5654,3,28.65,0.0,0.0,9,75.05,0.066666667,0.111111111,0.0,0.0,Sep,3.0,2,4,3,Returning_Visitor,False,False
5387,5573,5655,2,66.5,0.0,0.0,5,118.5,0.0,0.042857143,0.0,0.0,Jun,2.0,2,7,2,Returning_Visitor,False,False
5388,5574,5656,2,194.9,0.0,0.0,14,227.3333333,0.0,0.009183673,0.0,0.0,Nov,1.0,1,4,3,Returning_Visitor,False,True
5389,5575,5657,0,0.0,0.0,0.0,5,0.0,0.2,0.2,0.0,0.0,Jul,3.0,2,2,13,Returning_Visitor,True,False
5390,5576,5658,5,44.66666667,1.0,144.0,101,1808.162266,0.0453074429999999,0.06290128,2.153839297,0.0,Jul,3.0,2,1,3,Returning_Visitor,False,False
5391,5577,5659,2,83.6,1.0,0.0,18,1219.7,0.0,0.00952381,16.36245374,0.0,Aug,2.0,2,1,4,New_Visitor,False,True
5392,5578,5660,0,0.0,0.0,0.0,32,893.45,0.0,0.011458333,0.0,0.0,Oct,4.0,1,1,5,Returning_Visitor,False,False
5393,5579,5661,0,0.0,0.0,0.0,6,268.4,0.0,0.04,0.0,0.0,Jul,2.0,4,9,6,Returning_Visitor,False,False
5394,5580,5662,1,11.0,0.0,0.0,1,0.0,0.0,0.1,0.0,0.0,Aug,2.0,6,1,3,Returning_Visitor,False,False
5395,5581,5663,0,0.0,0.0,0.0,45,2347.333333,0.004545455,0.015909091,0.0,0.0,Nov,2.0,4,1,1,Returning_Visitor,False,False
5396,5582,5664,0,0.0,0.0,0.0,41,817.7958109,0.034492302,0.05715957,0.0,0.0,Jun,3.0,2,1,13,Returning_Visitor,False,False
5397,5583,5665,7,79.2,0.0,0.0,30,1011.916667,0.0,0.0182857139999999,12.9058765,0.0,Sep,2.0,2,4,4,Returning_Visitor,False,False
5398,5584,5666,0,0.0,1.0,0.0,7,1646.2,0.025,0.075,0.0,0.0,Jun,2.0,2,1,2,Returning_Visitor,False,False
5399,5585,5667,5,35.7,5.0,95.65,95,2383.139223,0.019666667,0.036723457,0.0,0.0,Aug,3.0,2,1,3,Returning_Visitor,False,False
5400,5586,5668,3,59.79,0.0,0.0,39,752.56,0.0,0.000696864,0.0,0.0,Nov,2.0,4,1,2,New_Visitor,False,False
5401,5587,5669,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1.0,1,1,1,Returning_Visitor,False,False
5402,5588,5670,1,15.2,0.0,0.0,6,199.6,0.0,0.014285714,0.0,0.0,Oct,1.0,8,2,6,New_Visitor,False,False
5403,5589,5671,0,0.0,0.0,0.0,23,386.18,0.004347826,0.016521739,0.0,0.0,Jul,1.0,1,1,4,Returning_Visitor,False,False
5404,5590,5672,0,0.0,0.0,0.0,31,464.9333333000001,0.006451613,0.033870968,0.0,0.0,Jun,2.0,2,3,3,Returning_Visitor,False,False
5405,5591,5673,4,96.4,0.0,0.0,10,217.6,0.0,0.0,0.0,0.0,Nov,3.0,2,2,2,New_Visitor,True,False
5406,5592,5674,5,77.0,0.0,0.0,94,3210.848218,0.00212766,0.020921986,0.0,0.0,Oct,2.0,2,3,2,Returning_Visitor,True,False
5407,5593,5675,0,0.0,2.0,38.2,39,873.0,0.01,0.02,0.0,0.0,Sep,1.0,1,1,4,Returning_Visitor,False,False
5408,5594,5676,1,0.0,0.0,0.0,12,277.45,0.06,0.09,0.0,0.0,Jun,3.0,2,3,13,Returning_Visitor,False,False
5409,5595,5677,0,0.0,0.0,0.0,28,512.7166666999999,0.007142857,0.013571429,1.401949127,0.0,Jul,2.0,2,7,1,Returning_Visitor,True,True
5410,5596,5678,2,8.0,2.0,90.2,13,1286.050476,0.0125,0.019886364,0.0,0.0,Aug,2.0,2,3,2,Returning_Visitor,False,False
5411,5597,5679,0,0.0,4.0,225.7666667,222,9630.209524,0.053355457,0.066158871,0.0,0.0,Jun,8.0,13,9,5,Other,False,False
5412,5598,5680,0,0.0,0.0,0.0,9,140.2,0.0,0.044444444,0.0,0.0,Sep,2.0,2,9,2,New_Visitor,True,False
5413,5599,5681,1,11.0,0.0,0.0,6,43.7,0.0,0.057142857,0.0,0.0,Oct,2.0,2,1,2,Returning_Visitor,False,False
5414,5600,5682,1,66.4,0.0,0.0,39,606.3666667,0.0157894739999999,0.026754386,0.0,0.0,Jul,2.0,2,1,4,Returning_Visitor,False,False
5415,5601,5683,4,28.73333333,0.0,0.0,12,243.75,0.0,0.038571429,8.150811238,0.0,Jun,3.0,2,4,2,Returning_Visitor,True,True
5416,5602,5684,6,661.7666667000001,6.0,204.0,8,254.25,0.025,0.042222222,0.0,0.0,Aug,3.0,2,4,2,Returning_Visitor,True,False
5417,5603,5685,1,53.4,0.0,0.0,18,539.5,0.011111111,0.018888889,0.0,0.0,Oct,2.0,2,3,1,Returning_Visitor,False,False
5418,5604,5686,2,23.8,0.0,0.0,6,135.2,0.0,0.025,0.0,0.0,Sep,2.0,5,3,1,New_Visitor,False,False
5419,5605,5687,2,13.0,0.0,0.0,16,346.3866667,0.0,0.029411765,0.0,0.0,Jul,3.0,2,3,4,Returning_Visitor,False,False
5420,5606,5688,1,23.96,0.0,0.0,94,2103.938772,0.013731061,0.038809156,1.47623044,0.0,Jul,2.0,2,1,1,Returning_Visitor,False,False
5421,5607,5689,9,64.5,3.0,99.6,33,768.4133333,0.004878049,0.013617886,41.34613116,0.0,Sep,2.0,2,4,2,Returning_Visitor,False,False
5422,5608,5690,9,358.2583333,3.0,377.4333333,64,5738.902193,0.0,0.020187793,12.08836478,0.0,Oct,2.0,2,1,13,Returning_Visitor,False,True
5423,5610,5692,0,0.0,0.0,0.0,26,559.56,0.008,0.008,0.0,0.0,Jul,1.0,1,4,4,Returning_Visitor,False,False
5424,5611,5693,2,82.6,0.0,0.0,10,352.0,0.0,0.007692308,27.19298393,0.0,Sep,2.0,2,1,2,New_Visitor,True,True
5425,5612,5694,0,0.0,0.0,0.0,5,53.4,0.12,0.14,0.0,0.0,Jun,3.0,2,3,13,Returning_Visitor,True,False
5426,5613,5695,2,31.2,0.0,0.0,3,55.4,0.0,0.05,0.0,0.0,Oct,2.0,2,1,5,New_Visitor,False,False
5427,5614,5696,0,0.0,0.0,0.0,9,206.6,0.0,0.005555556,0.0,0.0,Jul,2.0,4,3,4,New_Visitor,False,False
5428,5615,5697,7,199.85,0.0,0.0,39,1267.453333,0.004761905,0.020634921,17.92758699,0.0,Nov,2.0,4,1,4,Returning_Visitor,False,False
5429,5616,5698,1,5.5,6.0,387.5,25,621.2,0.0,0.009333333,0.0,0.0,Jul,3.0,2,1,4,Returning_Visitor,True,False
5430,5617,5699,0,0.0,0.0,0.0,15,148.93333330000002,0.0,0.04,0.0,0.0,Jun,4.0,2,1,13,Returning_Visitor,False,False
5431,5618,5700,4,64.6,2.0,28.7,16,597.6,0.019047619,0.018594104,0.0,0.0,Oct,3.0,2,1,5,Returning_Visitor,True,False
5432,5619,5701,0,0.0,0.0,0.0,43,654.0666667,0.0,0.029844961,0.0,0.0,Jul,2.0,2,7,3,Returning_Visitor,False,False
5433,5620,5702,2,53.4,0.0,0.0,2,0.0,0.05,0.1,0.0,0.0,Sep,1.0,1,6,3,Returning_Visitor,False,False
5434,5621,5703,5,59.9,2.0,8.0,84,2359.522438,0.016666667,0.028709742,3.478135617,0.0,Jun,1.0,1,4,3,Returning_Visitor,False,False
5435,5622,5704,1,23.2,0.0,0.0,4,44.8,0.0,0.05,0.0,0.0,Jun,2.0,10,7,4,Returning_Visitor,True,False
5436,5623,5705,1,0.0,0.0,0.0,23,579.3,0.0,0.009090909,0.0,0.0,Sep,2.0,2,2,2,New_Visitor,False,False
5437,5624,5706,1,46.4,0.0,0.0,13,118.26666670000002,0.0,0.014285714,0.0,0.0,Jul,1.0,2,1,4,Returning_Visitor,True,False
5438,5625,5707,8,176.25,1.0,141.0,20,651.7658974,0.0,0.009230769,19.13285864,0.0,Nov,2.0,2,4,2,Returning_Visitor,False,True
5439,5626,5708,9,68.4,1.0,6.0,30,728.8666667,0.037373737,0.063636364,0.0,0.0,Oct,2.0,2,3,20,Returning_Visitor,True,False
5440,5627,5709,5,265.04333330000003,1.0,0.0,38,1712.776667,0.013333333,0.040833333,0.0,0.0,Aug,2.0,2,8,1,Returning_Visitor,False,False
5441,5628,5710,4,68.73333333,0.0,0.0,44,2498.866667,0.0,0.0144444439999999,11.33062869,0.0,Oct,2.0,2,4,1,Returning_Visitor,False,True
5442,5629,5711,9,219.9333333,0.0,0.0,56,1371.415714,0.002539683,0.011752445,0.0,0.0,Oct,3.0,2,1,5,Returning_Visitor,True,False
5443,5630,5712,0,0.0,2.0,38.2,121,3362.749679,0.025170765,0.042322417,4.212415755,0.0,Jul,1.0,1,1,3,Returning_Visitor,False,False
5444,5631,5713,2,70.6,0.0,0.0,30,515.2333333,0.0,0.02,0.0,0.0,Aug,1.0,1,3,1,Returning_Visitor,False,False
5445,5632,5714,0,0.0,0.0,0.0,62,2636.513492,0.04781874,0.061364567,0.0,0.0,Jul,3.0,2,3,13,Returning_Visitor,True,False
5446,5633,5715,1,70.0,0.0,0.0,12,1644.233333,0.0,0.015384615,0.0,0.0,Aug,1.0,1,4,4,New_Visitor,False,False
5447,5634,5716,8,166.7,0.0,0.0,9,171.7,0.016666667,0.05,0.0,0.0,Nov,2.0,2,1,3,Returning_Visitor,False,False
5448,5636,5718,1,54.4,0.0,0.0,6,270.9,0.0,0.014285714,0.0,0.0,Oct,1.0,1,7,3,New_Visitor,False,False
5449,5637,5719,5,152.1,0.0,0.0,27,1474.533333,0.014814815,0.030123457,27.89717093,0.0,Oct,3.0,3,6,1,Returning_Visitor,True,False
5450,5638,5720,0,0.0,0.0,0.0,3,255.0,0.0,0.066666667,0.0,0.0,Jun,2.0,2,3,4,Returning_Visitor,False,False
5451,5639,5721,0,0.0,0.0,0.0,25,1131.8,0.024,0.033142857,0.0,0.0,Jun,1.0,1,4,1,Returning_Visitor,True,False
5452,5640,5722,2,58.4,0.0,0.0,5,303.1,0.0,0.033333333,0.0,0.0,Oct,3.0,2,3,6,Returning_Visitor,False,True
5453,5641,5723,1,106.8,0.0,0.0,17,327.5380952,0.0,0.00625,0.0,0.0,Oct,3.0,2,3,2,New_Visitor,False,False
5454,5642,5724,0,0.0,0.0,0.0,39,1867.033333,0.0,0.020512821,0.0,0.0,Nov,2.0,4,4,2,Returning_Visitor,False,False
5455,5643,5725,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jun,2.0,4,3,4,New_Visitor,False,False
5456,5644,5726,0,0.0,0.0,0.0,3,50.2,0.0,0.066666667,0.0,0.0,Sep,2.0,2,1,13,Returning_Visitor,False,False
5457,5645,5727,3,82.6,0.0,0.0,1,16.2,0.0,0.05,0.0,0.0,Nov,2.0,2,9,2,New_Visitor,False,False
5458,5646,5728,7,275.08444439999994,0.0,0.0,70,806.0266667000001,0.0,0.002666667,0.0,0.0,Oct,2.0,5,1,2,New_Visitor,False,False
5459,5647,5729,1,17.2,0.0,0.0,6,243.3,0.0,0.05,22.09581063,0.0,Oct,1.0,8,8,1,Returning_Visitor,False,False
5460,5648,5730,11,189.4833333,1.0,303.2,91,4864.147143,0.0,0.002380952,0.0,0.0,Oct,2.0,2,1,2,New_Visitor,True,False
5461,5649,5731,0,0.0,0.0,0.0,13,374.9,0.0,0.047619048,16.72561819,0.0,Aug,4.0,1,1,3,Returning_Visitor,False,True
5462,5650,5732,4,74.5,0.0,0.0,22,672.95,0.0,0.027179487,0.0,0.0,Sep,2.0,2,9,2,Returning_Visitor,False,True
5463,5651,5733,3,33.6,0.0,0.0,4,109.5,0.0,0.013333333,0.0,0.0,Oct,3.0,2,1,2,New_Visitor,False,False
5464,5652,5734,0,0.0,0.0,0.0,19,623.2,0.022222222,0.044444444,0.0,0.0,Jul,2.0,5,4,1,Returning_Visitor,True,False
5465,5653,5735,4,304.6,0.0,0.0,7,137.6,0.0,0.0375,0.0,0.0,Aug,3.0,2,1,5,New_Visitor,False,False
5466,5654,5736,0,0.0,0.0,0.0,36,1083.75163,0.0066666669999999,0.0116843589999999,0.0,0.0,Jun,1.0,1,3,2,Returning_Visitor,False,False
5467,5655,5737,1,5.5,0.0,0.0,103,1955.168685,0.015359477,0.037057104,0.0,0.0,Jun,2.0,2,9,13,Returning_Visitor,True,False
5468,5656,5738,0,0.0,0.0,0.0,103,3357.053333,0.015533981,0.043527508,0.0,0.0,Sep,2.0,2,4,1,Returning_Visitor,False,False
5469,5657,5739,0,0.0,0.0,0.0,62,1200.354444,0.003225806,0.023655914,0.0,0.0,Nov,2.0,2,4,1,Returning_Visitor,False,False
5470,5658,5740,0,0.0,0.0,0.0,74,1268.266667,0.002702703,0.00954955,0.0,0.0,Jun,2.0,2,2,4,Returning_Visitor,False,False
5471,5659,5741,0,0.0,0.0,0.0,27,4622.0,0.027160494,0.0901234569999999,0.0,0.0,Oct,2.0,5,6,1,Returning_Visitor,False,False
5472,5660,5742,2,22.2,0.0,0.0,18,470.8966667,0.0,0.005,0.0,0.0,Nov,2.0,2,2,4,New_Visitor,False,False
5473,5662,5744,3,102.8,0.0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0.0,Aug,2.0,2,6,5,New_Visitor,False,True
5474,5663,5745,4,353.4,2.0,0.0,11,587.2,0.013333333,0.04,0.0,0.0,Jul,2.0,5,2,3,Returning_Visitor,True,False
5475,5664,5746,5,151.33333330000002,0.0,0.0,11,283.3333333,0.033333333,0.058333333,13.91046998,0.0,Nov,2.0,2,6,20,Returning_Visitor,False,True
5476,5665,5747,2,36.2,3.0,52.0,4,48.0,0.057142857,0.057142857,0.0,0.0,Jul,1.0,1,1,4,Returning_Visitor,True,False
5477,5666,5748,10,208.5133333,0.0,0.0,17,369.1,0.0,0.004,0.0,0.0,Sep,3.0,2,1,6,New_Visitor,False,False
5478,5667,5749,0,0.0,0.0,0.0,26,436.8,0.074074074,0.088888889,0.0,0.0,Jul,2.0,2,1,3,Returning_Visitor,False,False
5479,5668,5750,4,175.8666667,0.0,0.0,2,5.0,0.0,0.04,0.0,0.0,Oct,1.0,1,3,2,New_Visitor,False,False
5480,5669,5751,5,30.0,1.0,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,Oct,2.0,2,2,4,Returning_Visitor,False,False
5481,5670,5752,1,26.2,0.0,0.0,32,1427.676667,0.0,0.021875,19.9656361,0.0,Sep,2.0,4,3,4,Returning_Visitor,False,True
5482,5671,5753,0,0.0,0.0,0.0,16,511.2,0.0125,0.01875,0.0,0.0,Jul,2.0,2,3,3,Returning_Visitor,False,False
5483,5672,5754,6,1672.033333,0.0,0.0,28,518.3966667,0.006060606,0.013333333,0.0,0.0,Oct,2.0,2,3,2,Returning_Visitor,True,False
5484,5673,5755,5,187.1,0.0,0.0,101,7220.776667,0.001960784,0.013366013,3.998184141,0.0,Nov,2.0,2,7,3,Returning_Visitor,False,True
5485,5674,5756,8,133.35,2.0,383.8,14,552.48,0.005263158,0.016140351,20.33155364,0.0,Aug,1.0,1,1,6,Returning_Visitor,False,False
5486,5675,5757,9,570.2666667000001,0.0,0.0,11,259.5533333,0.011111111,0.05,6.80128988,0.0,Oct,3.0,2,3,2,Returning_Visitor,False,False
5487,5676,5758,15,238.6838095,0.0,0.0,33,799.1049417,0.004347826,0.017574237,19.03293603,0.0,Sep,3.0,2,3,2,Returning_Visitor,True,False
5488,5677,5759,6,144.83333330000002,0.0,0.0,23,1007.233333,0.0,0.027586207,19.57059225,0.0,Oct,2.0,2,1,2,Returning_Visitor,False,False
5489,5678,5760,2,40.8,0.0,0.0,45,1668.125238,0.004444444,0.024107744,47.57360345,0.0,Sep,1.0,1,4,2,Returning_Visitor,False,False
5490,5679,5761,0,0.0,0.0,0.0,7,189.2,0.0,0.014285714,78.56959864,0.0,Sep,3.0,2,3,2,Returning_Visitor,False,True
5491,5680,5762,9,122.2,0.0,0.0,51,2303.96,0.019496855,0.036855346,0.0,0.0,Aug,2.0,4,4,2,Returning_Visitor,False,False
5492,5681,5763,0,0.0,0.0,0.0,8,158.42,0.0,0.05,0.0,0.0,Jun,2.0,2,1,2,Returning_Visitor,False,False
5493,5683,5765,0,0.0,0.0,0.0,2,11.0,0.0,0.1,0.0,0.0,Jul,2.0,2,1,1,Returning_Visitor,True,False
5494,5684,5766,2,73.75,0.0,0.0,20,546.6696969999999,0.0,0.004393939,0.0,0.0,Oct,2.0,2,1,2,Returning_Visitor,False,False
5495,5685,5767,2,68.6,0.0,0.0,10,279.7666667,0.0,0.033333333,0.0,0.0,Oct,1.0,2,7,4,New_Visitor,False,False
5496,5686,5768,1,19.4,0.0,0.0,18,1077.373333,0.034126984,0.035714286,18.22752549,0.0,Nov,3.0,2,9,2,Returning_Visitor,False,False
5497,5687,5769,10,242.6333333,4.0,23.0,47,1534.815256,0.022807018,0.036908939,5.194081873,0.0,Sep,1.0,1,1,3,Returning_Visitor,False,False
5498,5689,5771,0,0.0,0.0,0.0,7,116.8,0.028571429,0.114285714,0.0,0.0,Jul,2.0,2,6,13,Returning_Visitor,False,False
5499,5690,5772,6,80.5,1.0,10.06666667,23,477.7,0.0,0.007142857,0.0,0.0,Jul,4.0,2,7,2,New_Visitor,True,False
5500,5691,5773,4,158.2,0.0,0.0,62,4402.25,0.0,0.001041667,246.7585902,0.0,Oct,4.0,1,8,2,New_Visitor,False,False
5501,5692,5774,0,0.0,0.0,0.0,5,334.4,0.0,0.025,0.0,0.0,Sep,3.0,2,6,1,Returning_Visitor,False,False
5502,5693,5775,3,180.8,0.0,0.0,10,408.4666667,0.0,0.0,0.0,0.0,Aug,4.0,1,3,1,Returning_Visitor,True,False
5503,5694,5776,7,2720.5,3.0,353.4,68,5943.547619,0.032236842,0.038623482,0.0,0.0,Jul,3.0,2,1,13,Returning_Visitor,False,False
5504,5695,5777,2,154.6,2.0,69.6,20,479.1,0.0,0.009375,0.0,0.0,Sep,3.0,2,2,1,New_Visitor,False,False
5505,5696,5778,1,125.0,0.0,0.0,24,677.3333332999999,0.0,0.032,0.0,0.0,Nov,3.0,2,8,1,Returning_Visitor,False,False
5506,5697,5779,2,75.6,1.0,11.0,28,2074.9295239999997,0.0,0.016935484,0.0,0.0,Oct,2.0,4,3,2,Returning_Visitor,False,False
5507,5698,5780,2,10.3,0.0,0.0,142,4204.433333,0.0097222219999999,0.0213458989999999,0.7709918640000001,0.0,Jul,2.0,2,4,13,Returning_Visitor,False,False
5508,5699,5781,4,124.6,0.0,0.0,4,71.0,0.0,0.028571429,0.0,0.0,Jul,3.0,3,4,1,New_Visitor,False,False
5509,5700,5782,12,139.3666667,0.0,0.0,13,139.43333330000002,0.0,0.007017544,47.30370179,0.0,Oct,3.0,2,1,5,New_Visitor,True,False
5510,5701,5783,1,12.06666667,0.0,0.0,45,591.2640602000001,0.0,0.013028631,0.0,0.0,Sep,2.0,2,1,2,Returning_Visitor,False,True
5511,5702,5784,0,0.0,0.0,0.0,43,3747.833333,0.020930233,0.051162791,0.0,0.0,Jul,2.0,2,3,13,Returning_Visitor,False,False
5512,5703,5785,0,0.0,0.0,0.0,10,274.3,0.0,0.06,0.0,0.0,Jun,2.0,2,4,3,Returning_Visitor,False,False
5513,5704,5786,0,0.0,0.0,0.0,21,1280.02,0.0,0.019047619,7.232201859,0.0,Nov,2.0,2,1,20,Returning_Visitor,False,True
5514,5705,5787,3,45.8,0.0,0.0,63,2435.697531,0.00952381,0.017460317,0.0,0.0,Jul,3.0,2,4,3,Returning_Visitor,False,False
5515,5706,5788,1,15.2,0.0,0.0,81,4536.308139,0.032304527,0.054759418,0.0,0.0,Jul,3.0,2,1,1,Returning_Visitor,False,False
5516,5707,5789,0,0.0,0.0,0.0,15,203.35,0.025,0.066666667,0.0,0.0,Sep,2.0,2,3,3,Returning_Visitor,False,False
5517,5708,5790,4,133.8,2.0,54.4,13,421.7857143,0.0,0.023529412,0.0,0.0,Nov,1.0,1,3,2,New_Visitor,False,False
5518,5709,5791,0,0.0,0.0,0.0,31,485.63333330000006,0.019354839,0.038709677,0.0,0.0,Jul,2.0,2,1,4,Returning_Visitor,False,False
5519,5710,5792,1,21.2,0.0,0.0,21,836.1,0.0,0.004545455,0.0,0.0,Oct,2.0,4,9,4,New_Visitor,False,False
5520,5712,5794,0,0.0,0.0,0.0,3,845.3,0.0,0.033333333,0.0,0.0,Sep,1.0,2,1,2,New_Visitor,True,False
5521,5713,5795,0,0.0,0.0,0.0,8,194.4,0.0,0.025,0.0,0.0,Aug,2.0,10,6,4,Returning_Visitor,False,False
5522,5714,5796,0,0.0,0.0,0.0,2,58.6,0.0,0.05,0.0,0.0,Jul,1.0,2,2,1,Returning_Visitor,False,False
5523,5715,5797,0,0.0,2.0,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0.0,Jul,3.0,2,1,2,Returning_Visitor,True,True
5524,5716,5798,0,0.0,0.0,0.0,14,253.1,0.057142857,0.078571429,0.0,0.0,Jun,1.0,1,2,3,Returning_Visitor,False,False
5525,5717,5799,0,0.0,0.0,0.0,3,36.6,0.0,0.033333333,0.0,0.0,Aug,2.0,2,6,2,Returning_Visitor,False,False
5526,5718,5800,0,0.0,0.0,0.0,0,0.0,0.18,0.181818182,0.0,0.0,Jun,2.0,2,7,6,Returning_Visitor,False,False
5527,5719,5801,0,0.0,0.0,0.0,22,821.8933333,0.001515152,0.042424242,0.0,0.0,Jul,2.0,4,6,1,Returning_Visitor,False,False
5528,5720,5802,2,23.0,1.0,80.6,53,1693.73,0.034545455,0.054839161,0.0,0.0,Aug,2.0,2,1,1,Returning_Visitor,False,False
5529,5721,5803,0,0.0,1.0,426.2,10,157.06666669999998,0.0,0.016666667,32.73061637,0.0,Jul,2.0,2,3,2,Returning_Visitor,False,True
5530,5722,5804,0,0.0,0.0,0.0,31,804.0430818,0.0,0.002090109,0.0,0.0,Jun,3.0,2,1,3,Returning_Visitor,False,False
5531,5723,5805,9,115.4,0.0,0.0,29,1514.703333,0.005,0.011342593,4.702065533,0.0,Jul,3.0,2,8,1,Returning_Visitor,True,False
5532,5724,5806,9,211.0,1.0,52.4,22,501.0714286000001,0.0,0.034666667,0.0,0.0,Aug,1.0,2,1,4,Returning_Visitor,True,True
5533,5725,5807,1,28.2,1.0,36.2,130,9447.578514,0.012661499,0.0257581939999999,0.0,0.0,Sep,1.0,2,5,1,Returning_Visitor,False,False
5534,5726,5808,2,40.9,0.0,0.0,9,437.4,0.018181818,0.027272727,0.0,0.0,Jul,3.0,2,1,5,Returning_Visitor,True,False
5535,5727,5809,10,275.3333333,1.0,6.0,19,719.8833333,0.0,0.018518519,0.0,0.0,Sep,2.0,2,5,5,Returning_Visitor,True,True
5536,5728,5810,2,35.2,0.0,0.0,15,521.8666667,0.0,0.00625,0.0,0.0,Jun,2.0,2,9,2,New_Visitor,False,False
5537,5729,5811,0,0.0,0.0,0.0,8,55.3,0.0,0.025,0.0,0.0,Jul,1.0,1,3,3,Returning_Visitor,False,False
5538,5730,5812,8,246.5333333,0.0,0.0,79,2150.433333,0.007228916,0.020883534,17.35448787,0.0,Nov,1.0,1,1,3,Returning_Visitor,False,False
5539,5731,5813,4,245.8,1.0,0.0,28,707.9116667000001,0.0,0.0172413789999999,0.0,0.0,Sep,1.0,1,3,2,Returning_Visitor,False,False
5540,5732,5814,0,0.0,0.0,0.0,3,96.7,0.0,0.0,0.0,0.0,Jul,1.0,1,1,2,Returning_Visitor,True,False
5541,5733,5815,16,391.6833333,0.0,0.0,24,443.75,0.0,0.006451613,0.0,0.0,Aug,2.0,10,7,3,Returning_Visitor,False,False
5542,5734,5816,4,43.46666667,0.0,0.0,4,27.26666667,0.0,0.028571429,0.0,0.0,Sep,1.0,1,1,5,New_Visitor,False,True
5543,5736,5818,7,123.2,0.0,0.0,16,283.7214286,0.0144736839999999,0.022222222,0.0,0.0,Jul,3.0,2,3,13,Returning_Visitor,False,False
5544,5737,5819,0,0.0,0.0,0.0,25,883.9761904999999,0.02,0.029333333,0.0,0.0,Sep,3.0,2,3,4,Returning_Visitor,True,False
5545,5738,5820,2,35.3,0.0,0.0,3,18.1,0.033333333,0.0611111109999999,0.0,0.0,Jul,3.0,2,3,3,Returning_Visitor,True,True
5546,5739,5821,0,0.0,0.0,0.0,29,1970.0,0.0,0.0,100.7256048,0.0,Oct,4.0,1,5,2,Returning_Visitor,False,True
5547,5740,5822,0,0.0,0.0,0.0,4,52.3,0.0,0.1,0.0,0.0,Aug,2.0,2,6,5,Returning_Visitor,False,False
5548,5741,5823,4,96.8,1.0,535.0,9,1888.2,0.0,0.027272727,0.0,0.0,Nov,2.0,2,9,2,Returning_Visitor,False,False
5549,5742,5824,4,103.0,0.0,0.0,32,1092.183333,0.0,0.00625,0.0,0.0,Jul,2.0,2,6,1,Returning_Visitor,False,False
5550,5743,5825,2,15.2,0.0,0.0,22,244.2,0.027272727,0.063636364,0.0,0.0,Aug,2.0,2,7,1,Returning_Visitor,True,False
5551,5745,5827,6,631.1073171,3.0,7.6,28,2104.573984,0.0071895419999999,0.034273974,35.51518951,0.0,Nov,2.0,2,5,6,Returning_Visitor,False,False
5552,5746,5828,7,94.84,0.0,0.0,43,1487.229317,0.004545455,0.019638695,0.0,0.0,Oct,2.0,4,1,2,Returning_Visitor,False,False
5553,5747,5829,11,196.15,0.0,0.0,141,2623.580864,0.0,0.0042440279999999,12.50786523,0.0,Nov,2.0,2,6,2,Returning_Visitor,False,False
5554,5748,5830,0,0.0,0.0,0.0,32,875.9333332999998,0.031770833,0.0723958329999999,0.0,0.0,Oct,1.0,1,3,3,Returning_Visitor,False,False
5555,5749,5831,1,215.6,2.0,8.0,27,2968.9,0.021428571,0.036904762,0.0,0.0,Nov,3.0,2,6,1,Returning_Visitor,False,False
5556,5750,5832,6,88.28,0.0,0.0,17,310.9714286,0.031578947,0.035247209,0.0,0.0,Oct,3.0,2,1,13,Returning_Visitor,False,False
